,NAME,IMD Score
103,Alvechurch,11.39004545454546
104,Alveley and Claverley,14.74564285714286
105,Alverstoke,10.034533333333332
106,Alvescot and Filkins,15.524000000000001
107,"Alvington, Aylburton and West Lydney",16.104
108,Alwoodley,15.395185185185188
109,Amberley and Woodchester,4.006
110,Ambien,10.543
111,Amble,28.80025
112,Amble West with Warkworth,12.076399999999998
113,Amblecote,15.330595238095238
114,Ambleside and Grasmere,11.651466666666666
115,Ambrook,10.890736842105264
116,Ambrosden and Chesterton,9.27111111111111
117,Amersham Common,4.5445
118,Amersham Town,6.7811764705882345
119,Amersham-on-the-Hill,8.495666666666667
120,Amesbury East,10.64915789473684
121,Amesbury West,15.60417647058824
122,Ameysford,10.322333333333335
123,Amington,21.23548148148149
124,Ammerdown,17.974874999999997
125,Amotherby,14.944
126,Ampfield and Braishfield,7.229
127,Ampleforth,15.134
128,Ampney-Coln,14.245999999999997
129,Amport,13.867000000000003
130,Ampthill,7.252783783783789
131,Anchorsholme,29.06508
132,Ancoats and Clayton,46.190171875000004
133,Anfield,64.73530188679241
134,Anglesey,22.089562500000007
135,Angmering,13.358222222222222
136,Anna,6.8079375
137,Annfield Plain,35.65926923076923
138,Ansdell,10.197666666666665
139,Anstey,11.296950000000004
140,Anston and Woodsetts,16.00144736842106
141,Apley Castle,7.113444444444444
142,Appleby,9.309
143,Appleby (Appleby),19.215999999999998
144,Appleby (Bongate),9.472999999999999
145,Appledore,19.45827272727273
146,Appleton,18.303842105263154
147,Appleton Roebuck,8.748
148,Appleton and Cumnor,5.455909090909091
149,Apsley and Corner Hall,13.715678571428574
150,Arboretum,42.034774774774846
151,Arborfield,8.247
152,Arbourthorne,42.869164179104494
153,Arbury,16.938806451612916
154,Ardingly and Balcombe,11.649631578947366
155,Ardleigh and Little Bromley,14.846857142857143
156,Ardsley and Robin Hood,17.383930555555562
157,Ardwick,44.61558000000001
158,Areley Kings,27.340999999999998
159,Arlecdon,16.765
160,Arlesey,8.307266666666658
161,Arleston,31.649
162,Arley and Whitacre,24.773900000000005
163,Armitage with Handsacre,13.525529411764708
164,Armley,46.11747191011236
165,Armthorpe,21.835836734693885
166,Arnside and Beetham,7.375866666666665
167,Arreton and Newchurch,18.212166666666665
168,Arundel,14.648722222222224
169,Ascot,5.2745000000000015
170,Ascot and Cheapside,4.3803125000000005
171,Ascott and Shipton,4.869
172,Asfordby,12.844090909090909
173,Ash South and Tongham,10.87731034482758
174,Ash Vale,10.2564
175,Ash Wharf,15.711500000000001
176,Ash and New Ash Green,12.873850000000004
177,Ashbourne North,11.737307692307693
178,Ashbourne South,11.090384615384615
179,Ashbrow,32.77562295081967
180,Ashburton,20.585674418604654
181,Ashburton and Buckfastleigh,19.038319999999995
182,Ashby,26.480282051282057
183,Ashby Castle,5.4295
184,Ashby Holywell,11.966
185,Ashby Ivanhoe,12.923187500000001
186,Ashby de la Launde and Cranwell,11.6776875
187,Ashchurch with Walton Cardiff,7.00735714285714
188,Ashdon,11.323
189,Ashdown,20.000705882352936
190,Asheridge Vale and Lowndes,11.971357142857144
191,Ashford Common,12.58734615384615
192,Ashford East,12.237043478260873
193,Ashford North and Stanwell South,20.87953846153846
194,Ashford Town,9.366409090909094
195,Ashingdon and Canewdon,14.587733333333334
196,Ashington Central,42.29563157894736
197,Ashley,22.78627536231887
198,"Ashley Green, Latimer and Chenies",10.460999999999999
199,Ashover,12.549000000000001
200,Ashridge,15.017391304347827
201,Ashtead Common,6.269923076923079
202,Ashtead Park,4.683666666666667
203,Ashtead Village,4.276555555555555
204,Ashton,19.848724637681155
205,Ashton Hurst,33.37524324324326
206,Ashton St Michael's,38.81470270270269
207,Ashton Waterloo,31.80039473684211
208,Ashton upon Mersey,9.433303030303033
209,Ashurst,20.498900000000006
210,Ashurst Wood,4.79
211,"Ashurst, Copythorne South and Netley Marsh",10.833631578947367
212,"Ashwick, Chilcompton and Stratton",12.096133333333336
213,Askern Spa,29.357119047619047
214,Askew,25.734851063829783
215,Askham,16.014
216,Aspatria,25.96381818181818
217,Aspley,54.36765999999999
218,Aspley and Woburn,9.17013333333333
219,Aspull New Springs Whelley,18.563928571428576
220,Astley,21.025000000000002
221,Astley Bridge,18.87522222222223
222,Astley Mosley Common,13.625131578947366
223,Astley and Buckshaw,12.389249999999993
224,Aston,43.41695145631065
225,Aston Cantlow,14.926
226,Aston Clinton,6.409999999999997
227,Aston Rowant,13.644000000000002
228,Astwell,9.431
229,Astwood Bank and Feckenham,10.987499999999999
230,Atherleigh,27.955459459459455
231,Atherstone Central,27.258230769230767
232,Atherstone North,19.795909090909092
233,Atherstone South and Mancetter,27.116923076923076
234,Atherton,37.109300000000005
235,Attenborough,6.987
236,Attleborough,23.247307692307686
237,Audenshaw,24.79721052631578
238,Audlem,14.48075
239,Audley,47.93628
240,Audley and Bignall End,15.818999999999999
241,Aughton Park,5.295999999999999
242,Aughton and Downholland,10.871444444444444
243,Auriol,4.1481666666666674
244,Austenwood,2.03
245,Aveland,20.936999999999998
246,Aveley and Uplands,25.74527586206897
247,Avening,14.812
248,Avenue,32.663590909090914
249,Avon and Harbourne,16.173
250,Avon and Swift,11.121199999999998
251,Avondale Grange,41.61605555555554
252,Avonmore and Brook Green,17.974651162790703
253,Avonmouth,30.173219512195107
254,Awre,23.111
255,Awsworth,17.051999999999996
256,Axevale,12.14176923076923
257,Axholme Central,11.417869565217392
258,Axholme North,19.016875000000002
259,Axholme South,10.954285714285717
260,Axminster Rural,19.585000000000004
261,Axminster Town,15.849562500000003
262,Aycliffe East,26.85836363636364
263,Aycliffe North,21.290961538461552
264,Aycliffe West,38.03923076923078
265,Aylesbury Central,17.523384615384618
266,Aylesford,19.447142857142858
267,Aylesford Green,32.166111111111114
268,Aylesham,28.80264285714286
269,Aylestone,22.576389830508454
270,Aylsham,15.119346153846154
271,Ayresome,43.56538095238095
272,Bablake,17.370647058823536
273,Backbury,15.306083333333335
274,Backwell,7.422736842105262
275,Bacton and Old Newton,12.781875
276,Badby,9.619
277,"Baddeley, Milton and Norton",24.600655737704912
278,Baddesley and Grendon,17.874642857142863
279,Badgeworth,19.754
280,Badsey,14.33211111111111
281,Badwell Ash,14.934000000000001
282,Baffins,20.970333333333333
283,Bagley,11.116533333333333
284,Bagnall and Stanley,9.977
285,Bagots,10.770000000000003
286,Bagshot,9.96321052631579
287,Baguley,46.00618750000001
288,Baildon,14.119274509803919
289,Baird,45.161176470588224
290,Bakewell,9.78070588235294
291,Balby,34.326191489361726
292,Balderstone and Kirkholt,46.46054545454547
293,Balderton North,14.12005263157895
294,Balderton West,17.098176470588236
295,Baldock East,4.498666666666668
296,Baldock Town,12.65588
297,Baldwin,18.319000000000003
298,Balham,10.847444444444445
299,"Ballinger, South Heath and Chartridge",8.381
300,Balsham,11.032307692307691
301,Bamber Bridge East,20.257125000000002
302,Bamber Bridge North,11.298928571428565
303,Bamber Bridge West,22.510749999999998
304,Bamburgh,19.111368421052635
305,Bamford,21.720800000000004
306,Bampton and Clanfield,7.888692307692309
307,Banbury Calthorpe,9.542
308,Banbury Easington,11.564923076923074
309,Banbury Grimsbury and Castle,23.782368421052634
310,Banbury Hardwick,14.162428571428567
311,Banbury Neithrop,26.61455555555556
312,Banbury Ruscote,33.60448
313,Bandley Hill,19.266363636363643
314,Bank Hall,62.46266666666667
315,Bank Top,46.96985714285712
316,Banstead Village,8.401153846153846
317,Banwell and Winscombe,11.687358974358968
318,Bar Hill,9.828444444444449
319,Bar Pool,31.117799999999985
320,Barby and Kilsby,14.267333333333331
321,Barcombe and Hamsey,15.408
322,Barden Fell,15.770999999999999
323,Bardney,23.372999999999998
324,Bardon,10.157529411764708
325,Bardwell,16.6336
326,Bare,20.130000000000006
327,Bargate,23.272999999999982
328,Barham Downs,16.854000000000006
329,Barkham,4.8810909090909105
330,Barking and Somersham,15.128
331,Barkingside,11.692121212121213
332,Barlaston and Oulton,14.684285714285718
333,Barlborough,9.042499999999999
334,Barlby,13.327384615384618
335,"Barlestone, Nailstone and Osbaston",10.633249999999999
336,Barling and Sutton,17.232
337,Barlow and Holmesfield,13.087000000000002
338,Barming,5.2749999999999995
339,Barms,25.281000000000002
340,Barnack,11.728636363636365
341,Barnard Castle East,15.690548387096774
342,Barnard Castle West,15.917062499999998
343,Barncroft,36.56788888888889
344,Barnehurst,14.258647058823533
345,Barnes,16.411314285714294
346,Barnfield,23.964666666666666
347,Barnham,12.418999999999992
348,Barnhill,25.15456
349,Barningham,14.303999999999997
350,Barnsbury,23.87046341463413
351,Barnston and High Easter,13.529999999999998
352,Barnwell,13.144499999999999
353,Barnwood,18.475419354838703
354,Barrow,10.147999999999998
355,Barrow Hill and New Whittington,27.25257142857142
356,Barrow Island,56.89045454545454
357,Barrow and Sileby West,8.658954545454547
358,Barrowby,9.028999999999998
359,Barrowford,13.413294117647055
360,Bartley Green,43.316770114942486
361,Barton,22.98142675159235
362,Barton and Sandhills,26.175238095238086
363,Barton and Tredworth,36.85167647058821
364,Barton-le-Clay,6.426999999999997
365,Barwell,18.674233333333337
366,Basford,34.653754716981155
367,Bashley,7.803333333333334
368,Basildon,6.1145000000000005
369,Basing,5.916142857142853
370,Bassenhally,10.967
371,Bassett,14.215906976744193
372,Bassingbourn,15.968666666666662
373,Bassingham and Brant Broughton,12.38066666666667
374,Bassishaw,5.143
375,Bastwell,45.38799999999999
376,Baswich,3.473384615384615
377,Batchley & Brockhill,28.908999999999995
378,Batchwood,15.080476190476185
379,Bathavon North,7.32907692307692
380,Bathavon South,8.782
381,Bathavon West,14.639
382,Bathwick,2.266
383,Batley East,33.72212500000002
384,Batley West,31.971054545454557
385,Battenhall,10.197705882352938
386,Battins,44.29509090909091
387,Battle,22.950257142857147
388,Battle Hill,20.88573684210526
389,Battle Town,12.838941176470584
390,Battledown,5.049947368421051
391,Battlefield,15.065666666666667
392,Baughurst and Tadley North,10.981941176470587
393,Baxenden,9.160499999999997
394,Baylis and Stoke,26.876785714285713
395,"Bayston Hill, Column and Sutton",11.319463414634143
396,Bayswater,16.668702702702706
397,Beach,18.42447058823529
398,Beacon,13.65563333333333
399,Beacon Road,25.717285714285712
400,Beacon and Bents,41.07742424242423
401,Beacon-Stow,10.949428571428575
402,Beaconsfield North,3.6941428571428565
403,Beaconsfield South,8.5725
404,Beaconsfield West,6.535999999999999
405,Beaminster,17.9926
406,Bean and Darenth,24.26955555555555
407,Beanfield,27.878749999999997
408,Beardwood with Lammack,11.168823529411767
409,Beare Green,15.046999999999999
410,Bearsted,4.48069230769231
411,Beauchief and Greenhill,34.23633333333333
412,Beaumont Leys,34.51356000000001
413,Beaumont and Thorpe,21.0865
414,Beaver,33.17366666666668
415,Bebington,17.630509433962267
416,Beccles North,21.676666666666673
417,Beccles South,23.719411764705878
418,Beck Vale,15.890999999999995
419,Beckermet,16.060090909090903
420,Beckfield,54.23142105263155
421,Beckingham,13.063
422,Beckington and Selwood,15.281
423,Beckton,30.936695652173917
424,Becontree,35.13929411764707
425,Becton,12.6899375
426,Bedale,8.822333333333331
427,Beddington North,12.320375000000002
428,Beddington South,23.356242424242428
429,Bede,38.47045098039218
430,Bedfont,24.001611111111114
431,Bedford,17.576020000000007
432,Bedgrove,4.318714285714283
433,Bedhampton,18.81927586206896
434,Bedlington Central,19.09614285714286
435,Bedlington East,35.18023529411764
436,Bedlington West,19.330666666666666
437,Bedminster,20.83579069767443
438,Bedmond & Primrose Hill,11.33357142857143
439,Bedwardine,11.338799999999997
440,Bedwell,31.246708333333345
441,Beechwood,41.405031249999986
442,Beer and Branscombe,8.926
443,Beeston Central,16.203999999999997
444,Beeston North,17.230000000000008
445,Beeston Rylands,17.240789473684213
446,Beeston West,10.245700000000001
447,Beeston and Holbeck,44.08873417721518
448,Beighton,17.907694915254247
449,Belah,13.79025
450,Belfairs,13.892878787878791
451,Belgrave,27.826641509433973
452,Belhus,32.09683333333332
453,Belle Vale,38.08269072164947
454,Belle Vue,20.78775
455,Bellingham,32.78898360655739
456,Belmont,12.983043749999997
457,Belper Central,13.737000000000004
458,Belper East,8.917578947368424
459,Belper North,9.486529411764709
460,Belper South,15.803947368421055
461,Belsize,11.609877551020404
462,Belvedere,22.69562162162163
463,Benenden and Cranbrook,14.363541666666661
464,Benfieldside,16.172
465,Bengeworth,20.8831052631579
466,Benhall and The Reddings,6.469823529411763
467,Benn,18.558454545454545
468,Bennetts End,15.264705882352947
469,Bensham Manor,25.285411764705895
470,Benson,4.417157894736842
471,Bentham,13.233000000000004
472,Bentilee and Ubberley,56.50508108108111
473,Bentley,38.469577777777765
474,Bentley and Darlaston North,38.90797435897436
475,Benton,16.591611111111106
476,Benwell and Scotswood,45.680976190476166
477,"Benwick, Coates and Eastrea",20.36769230769231
478,Bere Ferrers,20.615499999999997
479,Bere Regis,13.607000000000001
480,Berechurch,25.974633333333326
481,Berinsfield,13.6103
482,Berkeley,11.36592857142857
483,Berkhamsted Castle,2.7654500000000004
484,Berkhamsted East,6.793777777777776
485,Berkhamsted West,8.115117647058822
486,Berners,15.717125000000005
487,Berridge,35.01334999999998
488,Berrow,25.953000000000003
489,Berry Head-with-Furzeham,23.315421052631578
490,Berry Hill,9.440384615384614
491,Berrylands,13.194972222222223
492,Bersted,20.823857142857147
493,Berwick East,25.780823529411766
494,Berwick North,19.818500000000004
495,Berwick West with Ord,19.39542857142857
496,Bessacarr and Cantley,20.022219999999994
497,Besses,30.306970588235277
498,Bestwood,43.61708064516129
499,Bestwood Village,15.402999999999995
500,Bethnal Green North,31.63189999999999
501,Bethnal Green South,34.011756097560976
502,Beverley,16.556508474576276
503,Beverley Rural,7.0492173913043565
504,Bevois,32.96339130434784
505,Bewbush,24.125199999999996
506,Bewdley and Arley,15.391380952380958
507,Bewsey and Whitecross,36.52397619047622
508,Bicester East,12.05366666666667
509,Bicester North,6.937549999999999
510,Bicester South,6.271529411764707
511,Bicester Town,19.662894736842105
512,Bicester West,11.338043478260872
513,Bickenhill,21.871131578947367
514,Bickerstaffe,18.096
515,Bickington and Roundswell,13.152071428571427
516,Bickleigh and Shaugh,7.966333333333334
517,Bickley,8.19225531914894
518,Bicknacre and East and West Hanningfield,11.556187500000002
519,Biddenden,17.488999999999997
520,Biddick and All Saints,47.35225000000003
521,Biddulph East,26.251105263157886
522,Biddulph Moor,7.143999999999999
523,Biddulph North,7.602470588235299
524,Biddulph South,11.658
525,Biddulph West,12.80170588235294
526,Bideford East,26.10484210526315
527,Bideford North,29.828899999999994
528,Bideford South,23.477375
529,Bidford and Salford,13.12613636363636
530,Bidston and St James,63.409346153846165
531,Bierton,6.294
532,Biggin Hill,9.375766666666667
533,Biggleswade North,16.05109090909091
534,Biggleswade South,10.866137931034489
535,Bilborough,48.654603448275886
536,Bilbrook,18.68823529411765
537,Billericay East,6.59089189189189
538,Billericay West,7.015500000000001
539,Billesdon,9.308
540,Billesley,38.89367857142857
541,Billing,29.371333333333315
542,Billinge and Seneley Green,15.480567567567556
543,Billingham Central,31.72716666666668
544,Billingham East,41.067750000000004
545,Billingham North,12.478379310344826
546,Billingham South,30.337045454545446
547,Billingham West,9.702105263157899
548,"Billinghay, Martin and North Kyme",23.245437499999987
549,Billingsgate,13.584000000000001
550,Billingshurst and Shipley,11.216607142857143
551,Billington and Old Langho,6.951181818181819
552,Bilston East,46.37481395348836
553,Bilston North,35.5673947368421
554,Bilton,5.897057142857145
555,Binbrook,24.039000000000005
556,Binfield with Warfield,4.979107142857141
557,Bingham East,4.657666666666667
558,Bingham West,9.686882352941176
559,Bingley,16.507377049180324
560,Bingley Rural,15.445388888888878
561,Binley and Willenhall,35.529155172413795
562,Binstead and Fishbourne,9.848363636363638
563,Binsted and Bentley,6.8455
564,Birch,21.267
565,Birch Copse,4.507851851851851
566,Birch Green,43.91557142857142
567,Birch and Winstree,11.313800000000004
568,Birchanger,12.105
569,Bircher,12.80109090909091
570,Birches Head and Central Forest Park,34.191853658536566
571,Birchfield,6.450136363636364
572,Birchills Leamore,48.88556521739131
573,Birchington North,10.879285714285716
574,Birchington South,23.266000000000002
575,Birchwood,26.4121515151515
576,Birkdale,15.41760465116279
577,Birkenhead and Tranmere,63.379314814814855
578,Birley,26.814999999999998
579,Birstall Wanlip,6.763666666666668
580,Birstall Watermead,11.486190476190476
581,Birstall and Birkenshaw,21.356566037735853
582,Birtley,27.36149999999999
583,Biscot,32.24363157894736
584,Bisham and Cookham,6.3604999999999965
585,Bishop Auckland Town,25.971357142857155
586,Bishop Monkton,9.627999999999997
587,Bishop's,23.112297297297296
588,Bishop's Castle,22.060214285714284
589,Bishop's Hull,15.302307692307693
590,Bishop's Lydeard,11.510375000000002
591,Bishop's Nympton,22.288000000000004
592,Bishop's Stortford All Saints,5.825833333333333
593,Bishop's Stortford Central,10.182933333333331
594,Bishop's Stortford Meads,6.725857142857145
595,Bishop's Stortford Silverleys,2.874250000000001
596,Bishop's Stortford South,3.797719999999998
597,Bishop's Tachbrook,8.814
598,Bishops Waltham,8.611285714285714
599,Bishopsgarth and Elm Tree,20.815875000000005
600,Bishopsteignton,6.493
601,Bishopstoke East,6.213
602,Bishopstoke West,14.163473684210526
603,Bishopston,9.821925000000011
604,Bishopsworth,34.284054054054046
605,Bishopthorpe,5.964307692307693
606,Bisley,5.288315789473683
607,Bispham,29.75382608695651
608,Bitterne,39.324717391304354
609,Bitterne Park,17.59035416666666
610,Bitton,10.069181818181816
611,Bixley,10.20245833333333
612,Blaby South,13.73006666666667
613,Black Notley and Terling,11.834142857142862
614,Blackbird Leys,36.386555555555546
615,Blackbrook,22.294739999999987
616,Blackdown,17.730411764705877
617,Blackfen and Lamorbey,9.805636363636369
618,Blackhalls,40.378967741935476
619,Blackheath,24.90572222222222
620,Blackheath Westcombe,15.53666
621,Blackheath and Wonersh,3.634
622,Blackmoor Vale,16.12147368421053
623,Blackmore,15.759181818181817
624,Blacko and Higherford,6.409
625,Blackwall and Cubitt Town,19.962249999999997
626,Blackwater,12.656666666666666
627,Blackwater and Hawley,6.08
628,Blackwell,19.90285714285714
629,Blacon,37.98072340425533
630,Blagdon and Churchill,7.40314285714286
631,Blagreaves,15.468268292682934
632,Blaisdon and Longhope,13.003
633,Blakedown and Chaddesley,16.848799999999997
634,Blakelaw,38.40891666666668
635,Blakenall,53.928048780487835
636,Blakenhall,31.328000000000003
637,Blakesley and Cote,11.822500000000003
638,Blandford Damory Down,8.769999999999998
639,Blandford Hilltop,12.445
640,Blandford Langton St Leonards,15.687
641,Blandford Old Town,21.991000000000003
642,Blandford Station,16.859000000000005
643,Blatchcombe,33.06357142857143
644,Blaydon,26.80347058823529
645,Blean Forest,5.707000000000001
646,Bledlow and Bradenham,8.932
647,Blendon and Penhill,9.233515151515146
648,Blenheim Park,21.873818181818194
649,Bletchingley and Nutfield,18.438444444444443
650,Bletchley and Fenny Stratford,22.25677777777777
651,Blewbury and Upton,6.0249999999999995
652,Blidworth,29.668928571428562
653,Blisworth and Roade,9.202
654,Blockley,13.593000000000002
655,Blofield with South Walsham,10.242499999999998
656,Bloomfield,87.05511999999999
657,Bloomsbury,17.621342857142857
658,Bloxham and Bodicote,7.982444444444446
659,Bloxwich East,41.77564102564102
660,Bloxwich West,35.977727272727265
661,Blue Bell Hill and Walderslade,8.341000000000001
662,Blundellsands,11.828894736842107
663,Blunsdon,11.863
664,Blurton East,28.242166666666655
665,Blurton West and Newstead,44.030636363636376
666,Blyth,11.837000000000002
667,Blythe,5.3875348837209325
668,Blything,20.139
669,Boarhunt and Southwick,18.862000000000002
670,Bockhanger,24.947000000000003
671,Bocking Blackwater,9.550439999999996
672,Bocking North,22.200428571428567
673,Bocking South,26.293550000000003
674,Bockings Elm,29.40033333333334
675,Bodmin Central,28.897764705882338
676,Bodmin East,27.13499999999999
677,Bodmin West,32.14858823529412
678,Bold,38.932939393939364
679,Boldon Colliery,25.278718749999996
680,Boldre and Sway,7.783411764705882
681,Bolehall,21.0168695652174
682,Boley Park,5.3001249999999995
683,Boleyn,28.328973684210514
684,Bollington,8.445241379310344
685,Bolney,12.564444444444442
686,Bolsover North West,34.42349999999999
687,Bolsover South,25.13842857142857
688,Bolsover West,27.795769230769228
689,Bolton Castle,15.835000000000003
690,Bolton and Undercliffe,34.607725490196074
691,Bolton-le-Sands,9.828999999999997
692,Boltons,18.434
693,Bondfields,39.25427272727272
694,Boney Hay,20.757363636363635
695,Boniface,14.856272727272728
696,Bonington,18.96008695652175
697,Booker and Cressex,16.516
698,Bookham North,8.708947368421052
699,Bookham South,8.045611111111112
700,Boothen and Oak Hill,35.50355555555557
701,Boothferry,24.15809302325581
702,Boothstown and Ellenbrook,8.96116129032258
703,Boothville,13.446692307692304
704,Bootle,19.562
705,Borden,17.548
706,Bordesley Green,49.43427272727273
707,Boreham and The Leighs,12.74216666666667
708,Borehamwood Brookmeadow,18.900291666666657
709,Borehamwood Cowley Hill,28.728111111111097
710,Borehamwood Hillside,16.909857142857145
711,Borehamwood Kenilworth,17.28363157894737
712,Borough Green and Long Mill,9.536772727272727
713,Boroughbridge,10.433499999999999
714,Boscombe East,24.055424242424234
715,Boscombe West,43.71117499999998
716,Bosham,7.679733333333331
717,Boston Castle,37.6530465116279
718,Bosworth,10.600999999999999
719,Botcherby,32.306904761904754
720,Bothal,20.67337500000001
721,Botley,8.653705882352941
722,Bottesford,8.105380000000002
723,Bottisham,10.273230769230766
724,Botwell,25.75926315789474
725,Boughton,24.966289473684206
726,Boughton Aluph and Eastwell,16.949500000000008
727,Boughton Monchelsea and Chart Sutton,12.39
728,Boughton and Courtenay,19.381388888888893
729,Boughton and Pitsford,6.846000000000001
730,Boulsworth,12.794000000000002
731,Boultham,20.362384615384617
732,Boulton,30.721695652173924
733,Bounds Green,25.216853658536582
734,Bourn,8.074516129032258
735,Bourne,18.198666666666668
736,Bourne East,11.56985714285714
737,Bourne End-cum-Hedsor,5.938000000000001
738,Bourne Vale,16.102
739,Bourne Valley,13.102000000000002
740,Bourne West,6.6338421052631595
741,Bourne and Woodford Valley,10.298562500000001
742,Bournville,27.794640449438166
743,Bourton and District,15.385999999999997
744,Bourton-on-the-Water,8.373000000000003
745,Bovey,11.472461538461538
746,"Bovingdon, Flaunden and Chipperfield",6.6518928571428555
747,Bow East,28.642679245283
748,Bow West,26.40805714285714
749,Bowbrook,14.227380952380956
750,Bowdon,7.077827586206896
751,Bowerdean,18.315199999999997
752,Bowes,21.549153846153857
753,"Bowland, Newton and Slaidburn",18.127
754,Bowling and Barkerend,53.80719642857144
755,Bowthorpe,33.56730555555557
756,Box Hill and Headley,17.573000000000004
757,Box and Colerne,6.872058823529411
758,Boxford,11.770999999999999
759,Boxgrove,19.669
760,Boxley,8.832880000000007
761,Boxmoor,10.104653846153846
762,Boyce,6.8315789473684205
763,Boyd Valley,10.100086956521737
764,Boyn Hill,7.241750000000002
765,Bracebridge,14.800916666666666
766,Bracebridge Heath and Waddington East,7.239178571428568
767,Brackley East,4.843571428571429
768,Brackley South,10.006214285714284
769,Brackley West,3.472285714285714
770,Bradeley and Chell Heath,35.986105263157874
771,"Bradfield, Wrabness and Wix",13.717
772,Bradford,50.082354166666626
773,Bradford Abbas,10.426
774,Bradford Moor,51.49648936170211
775,Bradford-on-Avon North,7.4019375000000025
776,Bradford-on-Avon South,12.24782352941177
777,Bradford-on-Tone,13.397000000000002
778,"Brading, St Helens and Bembridge",14.82540740740741
779,Bradley,34.965081081081074
780,Bradley Stoke Central and Stoke Lodge,7.386851851851852
781,Bradley Stoke North,3.6452500000000003
782,Bradley Stoke South,5.8192142857142874
783,Bradninch,12.145999999999999
784,Bradpole,13.527999999999995
785,Bradshaw,18.245512820512822
786,Bradstowe,12.261687500000004
787,Bradwell,19.388582089552237
788,Bradwell North,12.598919999999994
789,Bradwell South and Hopton,16.552083333333325
790,"Bradwell, Silver End and Rivenhall",16.635937500000004
791,Brafield and Yardley,8.227666666666668
792,Brailes,14.325000000000001
793,Brailsford,9.461
794,Braintree Central,14.177896551724142
795,Braintree East,23.14577272727273
796,Braintree South,15.134583333333339
797,"Bramber, Upper Beeding and Woodmancote",11.258944444444447
798,Brambleside,12.929599999999995
799,Bramcote,5.826125000000002
